MovieID,List Index,Title,Genres
2032,1963,"Barefoot Executive, The (1971)",Children's|Comedy
2033,1964,"Black Cauldron, The (1985)",Animation|Children's
2034,1965,"Black Hole, The (1979)",Sci-Fi
2035,1966,Blackbeard's Ghost (1968),Children's|Comedy
2036,1967,Blank Check (1994),Children's|Comedy
2037,1968,Candleshoe (1977),Adventure|Children's|Comedy
2038,1969,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi
2039,1970,Cheetah (1989),Adventure|Children's
2040,1971,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy
2041,1972,Condorman (1981),Action|Adventure|Children's|Comedy
2042,1973,D2: The Mighty Ducks (1994),Children's|Comedy
2043,1974,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy
2044,1975,"Devil and Max Devlin, The (1981)",Comedy
2045,1976,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance
2046,1977,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi
2047,1978,"Gnome-Mobile, The (1967)",Children's
2048,1979,"Great Mouse Detective, The (1986)",Animation|Children's
2049,1980,"Happiest Millionaire, The (1967)",Comedy|Musical
2050,1981,Herbie Goes Bananas (1980),Adventure|Children's|Comedy
2051,1982,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy
2052,1983,Hocus Pocus (1993),Children's|Comedy
2053,1984,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi
2054,1985,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi
2055,1986,Hot Lead and Cold Feet (1978),Comedy|Western
2056,1987,In Search of the Castaways (1962),Adventure|Children's
2057,1988,"Incredible Journey, The (1963)",Adventure|Children's
2058,1989,"Negotiator, The (1998)",Action|Thriller
2059,1990,"Parent Trap, The (1998)",Children's|Drama
2060,1991,BASEketball (1998),Comedy
2061,1992,Full Tilt Boogie (1997),Documentary
2062,1993,"Governess, The (1998)",Drama|Romance
2063,1994,Seventh Heaven (Le Septième ciel) (1997),Drama|Romance
2064,1995,Roger & Me (1989),Comedy|Documentary
2065,1996,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance
2066,1997,Out of the Past (1947),Film-Noir
2067,1998,Doctor Zhivago (1965),Drama|Romance|War
2068,1999,Fanny and Alexander (1982),Drama
2069,2000,"Trip to Bountiful, The (1985)",Drama
2070,2001,Tender Mercies (1983),Drama
2071,2002,And the Band Played On (1993),Drama
2072,2003,"'burbs, The (1989)",Comedy
2073,2004,Fandango (1985),Comedy
2074,2005,"Night Porter, The (Il Portiere di notte) (1974)",Drama
2075,2006,Mephisto (1981),Drama|War
2076,2007,Blue Velvet (1986),Drama|Mystery
2077,2008,"Journey of Natty Gann, The (1985)",Adventure|Children's
2078,2009,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical
2079,2010,Kidnapped (1960),Children's|Drama
2080,2011,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance
2081,2012,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance
2082,2013,"Mighty Ducks, The (1992)",Children's|Comedy
2083,2014,"Muppet Christmas Carol, The (1992)",Children's|Musical
2084,2015,Newsies (1992),Children's|Musical
2085,2016,101 Dalmatians (1961),Animation|Children's
2086,2017,One Magic Christmas (1985),Drama|Fantasy
2087,2018,Peter Pan (1953),Animation|Children's|Fantasy|Musical
2088,2019,Popeye (1980),Adventure|Comedy|Musical
2089,2020,"Rescuers Down Under, The (1990)",Animation|Children's
2090,2021,"Rescuers, The (1977)",Animation|Children's
2091,2022,Return from Witch Mountain (1978),Children's|Sci-Fi
2092,2023,"Return of Jafar, The (1993)",Animation|Children's|Musical
2093,2024,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi
2094,2025,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2095,2026,"Shaggy D.A., The (1976)",Children's|Comedy
2096,2027,Sleeping Beauty (1959),Animation|Children's|Musical
2097,2028,Something Wicked This Way Comes (1983),Children's|Horror
2098,2029,Son of Flubber (1963),Children's|Comedy
2099,2030,Song of the South (1946),Adventure|Animation|Children's|Musical
2100,2031,Splash (1984),Comedy|Fantasy|Romance
2101,2032,Squanto: A Warrior's Tale (1994),Adventure|Drama
2102,2033,Steamboat Willie (1940),Animation|Children's|Comedy|Musical
2103,2034,Tall Tale (1994),Adventure|Children's
2104,2035,Tex (1982),Drama
2105,2036,Tron (1982),Action|Adventure|Fantasy|Sci-Fi
2106,2037,Swing Kids (1993),Drama|War
2107,2038,Halloween: H20 (1998),Horror|Thriller
2108,2039,L.A. Story (1991),Comedy|Romance
2109,2040,"Jerk, The (1979)",Comedy
2110,2041,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
2111,2042,"Man with Two Brains, The (1983)",Comedy
2112,2043,Grand Canyon (1991),Crime|Drama
2113,2044,Graveyard Shift (1990),Horror|Thriller
2114,2045,"Outsiders, The (1983)",Drama
2115,2046,Indiana Jones and the Temple of Doom (1984),Action|Adventure
2116,2047,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi
2117,2048,Nineteen Eighty-Four (1984),Drama|Sci-Fi
2118,2049,"Dead Zone, The (1983)",Horror|Thriller
2119,2050,Maximum Overdrive (1986),Horror
2120,2051,Needful Things (1993),Drama|Horror
2121,2052,Cujo (1983),Horror|Thriller
2122,2053,Children of the Corn (1984),Horror|Thriller
2123,2054,All Dogs Go to Heaven (1989),Animation|Children's
2124,2055,"Addams Family, The (1991)",Comedy
2125,2056,Ever After: A Cinderella Story (1998),Drama|Romance
2126,2057,Snake Eyes (1998),Action|Crime|Mystery|Thriller
2127,2058,"First Love, Last Rites (1997)",Drama|Romance
2128,2059,Safe Men (1998),Comedy
2129,2060,"Saltmen of Tibet, The (1997)",Documentary
2130,2061,Atlantic City (1980),Crime|Drama|Romance
2131,2062,Autumn Sonata (Höstsonaten ) (1978),Drama
2132,2063,Who's Afraid of Virginia Woolf? (1966),Drama
2133,2064,Adventures in Babysitting (1987),Adventure|Comedy
2134,2065,Weird Science (1985),Comedy
2135,2066,Doctor Dolittle (1967),Adventure|Musical
2136,2067,"Nutty Professor, The (1963)",Comedy
2137,2068,Charlotte's Web (1973),Animation|Children's
2138,2069,Watership Down (1978),Animation|Children's|Drama|Fantasy
2139,2070,"Secret of NIMH, The (1982)",Animation|Children's
2140,2071,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi
2141,2072,"American Tail, An (1986)",Animation|Children's|Comedy
2142,2073,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy
2143,2074,Legend (1985),Adventure|Fantasy|Romance
2144,2075,Sixteen Candles (1984),Comedy
2145,2076,Pretty in Pink (1986),Comedy|Drama|Romance
2146,2077,St. Elmo's Fire (1985),Drama|Romance
2147,2078,"Clan of the Cave Bear, The (1986)",Drama
2148,2079,House (1986),Comedy|Horror
2149,2080,House II: The Second Story (1987),Comedy|Horror
2150,2081,"Gods Must Be Crazy, The (1980)",Comedy
2151,2082,"Gods Must Be Crazy II, The (1989)",Comedy
2152,2083,Air Bud: Golden Receiver (1998),Children's|Comedy
2153,2084,"Avengers, The (1998)",Action|Adventure
2154,2085,How Stella Got Her Groove Back (1998),Drama|Romance
2155,2086,"Slums of Beverly Hills, The (1998)",Comedy
2156,2087,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama
2157,2088,"Chambermaid on the Titanic, The (1998)",Romance
2158,2089,"Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror
2159,2090,Henry: Portrait of a Serial Killer (1990),Crime|Horror
2160,2091,Rosemary's Baby (1968),Horror|Thriller
2161,2092,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy
2162,2093,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy
2163,2094,Attack of the Killer Tomatoes! (1980),Comedy|Horror
2164,2095,Surf Nazis Must Die (1987),Drama
2165,2096,Your Friends and Neighbors (1998),Drama
2166,2097,Return to Paradise (1998),Drama|Romance
2167,2098,Blade (1998),Action|Adventure|Horror
2168,2099,Dance with Me (1998),Drama|Romance
2169,2100,Dead Man on Campus (1998),Comedy
2170,2101,Wrongfully Accused (1998),Action|Comedy
2171,2102,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance
2172,2103,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy
2173,2104,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi
2174,2105,Beetlejuice (1988),Comedy|Fantasy
2175,2106,Déjà Vu (1997),Drama|Romance
2176,2107,Rope (1948),Thriller
2177,2108,Family Plot (1976),Comedy|Thriller
2178,2109,Frenzy (1972),Thriller
2179,2110,Topaz (1969),Thriller
2180,2111,Torn Curtain (1966),Thriller
2181,2112,Marnie (1964),Thriller
2182,2113,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
2183,2114,"Man Who Knew Too Much, The (1956)",Thriller
2184,2115,"Trouble with Harry, The (1955)",Mystery|Thriller
2185,2116,I Confess (1953),Thriller
2186,2117,Strangers on a Train (1951),Film-Noir|Thriller
2187,2118,Stage Fright (1950),Mystery|Thriller
2188,2119,54 (1998),Drama
2189,2120,I Married A Strange Person (1997),Animation
2190,2121,Why Do Fools Fall In Love? (1998),Drama
2191,2122,"Merry War, A (1997)",Comedy
2192,2123,See the Sea (Regarde la mer) (1997),Drama
2193,2124,Willow (1988),Action|Adventure|Fantasy
2194,2125,"Untouchables, The (1987)",Action|Crime|Drama
2195,2126,Dirty Work (1998),Comedy
2196,2127,Knock Off (1998),Action
2197,2128,Firelight (1997),Drama
2198,2129,Modulations (1998),Documentary
2199,2130,Phoenix (1998),Crime|Drama
2200,2131,Under Capricorn (1949),Drama
2201,2132,"Paradine Case, The (1947)",Drama
2202,2133,Lifeboat (1944),Drama|Thriller|War
2203,2134,Shadow of a Doubt (1943),Film-Noir|Thriller
2204,2135,Saboteur (1942),Thriller
2205,2136,Mr. & Mrs. Smith (1941),Comedy
2206,2137,Suspicion (1941),Mystery|Thriller
2207,2138,Jamaica Inn (1939),Drama
2208,2139,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller
2209,2140,Young and Innocent (1937),Crime|Thriller
2210,2141,Sabotage (1936),Thriller
2211,2142,Secret Agent (1936),Thriller
2212,2143,"Man Who Knew Too Much, The (1934)",Thriller
2213,2144,Waltzes from Vienna (1933),Comedy|Musical
2214,2145,Number Seventeen (1932),Thriller
2215,2146,Rich and Strange (1932),Comedy|Romance
2216,2147,"Skin Game, The (1931)",Drama
2217,2148,Elstree Calling (1930),Comedy|Musical
2218,2149,Juno and Paycock (1930),Drama
2219,2150,Murder! (1930),Mystery|Thriller
2220,2151,"Manxman, The (1929)",Drama
2221,2152,Blackmail (1929),Thriller
2222,2153,Champagne (1928),Comedy
2223,2154,"Farmer's Wife, The (1928)",Comedy
2224,2155,Downhill (1927),Drama
2225,2156,Easy Virtue (1927),Drama
2226,2157,"Ring, The (1927)",Drama
2227,2158,"Lodger, The (1926)",Thriller
2228,2159,"Mountain Eagle, The (1926)",Drama
2229,2160,"Pleasure Garden, The (1925)",Drama
2230,2161,Always Tell Your Wife (1923),Comedy
2231,2162,Rounders (1998),Crime|Drama
2232,2163,Cube (1997),Sci-Fi|Thriller
2233,2164,Digging to China (1998),Drama
2234,2165,Let's Talk About Sex (1998),Drama
2235,2166,One Man's Hero (1999),Drama|War
2236,2167,Simon Birch (1998),Drama
2237,2168,Without Limits (1998),Drama
2238,2169,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
2239,2170,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
2240,2171,My Bodyguard (1980),Drama
2241,2172,Class (1983),Comedy
2242,2173,"Grandview, U.S.A. (1984)",Drama
2243,2174,Broadcast News (1987),Comedy|Drama|Romance
2244,2175,"Allnighter, The (1987)",Comedy|Romance
2245,2176,Working Girl (1988),Comedy|Drama
2246,2177,Stars and Bars (1988),Comedy
2247,2178,Married to the Mob (1988),Comedy
2248,2179,Say Anything... (1989),Comedy|Drama|Romance
2249,2180,My Blue Heaven (1990),Comedy
2250,2181,Men Don't Leave (1990),Drama
2251,2182,"Cabinet of Dr. Ramirez, The (1991)",Comedy
2252,2183,Hero (1992),Comedy|Drama
2253,2184,Toys (1992),Action|Comedy|Fantasy
2254,2185,Choices (1981),Drama
2255,2186,Young Doctors in Love (1982),Comedy
2256,2187,Parasite (1982),Horror|Sci-Fi
2257,2188,No Small Affair (1984),Comedy|Romance
2258,2189,Master Ninja I (1984),Action
2259,2190,Blame It on Rio (1984),Comedy|Romance
2260,2191,Wisdom (1986),Action|Crime
2261,2192,One Crazy Summer (1986),Comedy
2262,2193,About Last Night... (1986),Comedy|Drama|Romance
2263,2194,"Seventh Sign, The (1988)",Thriller
2264,2195,We're No Angels (1989),Drama
2265,2196,Nothing But Trouble (1991),Adventure|Comedy
2266,2197,"Butcher's Wife, The (1991)",Comedy|Romance
2267,2198,Mortal Thoughts (1991),Mystery|Thriller
2268,2199,"Few Good Men, A (1992)",Crime|Drama
2269,2200,Indecent Proposal (1993),Drama
2270,2201,"Century of Cinema, A (1994)",Documentary
2271,2202,Permanent Midnight (1998),Drama
2272,2203,One True Thing (1998),Drama
2273,2204,Rush Hour (1998),Action|Thriller
2274,2205,Lilian's Story (1995),Drama
2275,2206,Six-String Samurai (1998),Action|Adventure|Sci-Fi
2276,2207,"Soldier's Daughter Never Cries, A (1998)",Drama
2277,2208,Somewhere in the City (1997),Drama
2278,2209,Ronin (1998),Action|Crime|Thriller
2279,2210,Urban Legend (1998),Horror|Thriller
2280,2211,Clay Pigeons (1998),Crime
2281,2212,Monument Ave. (1998),Crime
2282,2213,Pecker (1998),Comedy|Drama
2283,2214,"Sheltering Sky, The (1990)",Drama
2284,2215,Bandit Queen (1994),Drama
2285,2216,If.... (1968),Drama
2286,2217,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy
2287,2218,Them! (1954),Sci-Fi|Thriller|War
2288,2219,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
2289,2220,"Player, The (1992)",Comedy|Drama
2290,2221,Stardust Memories (1980),Comedy|Drama
2291,2222,Edward Scissorhands (1990),Drama|Romance
2292,2223,Overnight Delivery (1996),Romance
2293,2224,Shadrach (1998),Drama
2294,2225,Antz (1998),Animation|Children's
2295,2226,"Impostors, The (1998)",Comedy
2296,2227,"Night at the Roxbury, A (1998)",Comedy
2297,2228,What Dreams May Come (1998),Drama|Romance
2298,2229,Strangeland (1998),Thriller
2299,2230,"Battle of the Sexes, The (1959)",Comedy
2300,2231,"Producers, The (1968)",Comedy|Musical
2301,2232,History of the World: Part I (1981),Comedy
2302,2233,My Cousin Vinny (1992),Comedy
2303,2234,Nashville (1975),Drama|Musical
2304,2235,Love Is the Devil (1998),Drama
2305,2236,Slam (1998),Drama
2306,2237,Holy Man (1998),Comedy
2307,2238,One Tough Cop (1998),Action|Drama
2308,2239,Detroit 9000 (1973),Action|Crime
2309,2240,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
2310,2241,"Mighty, The (1998)",Drama
2311,2242,2010 (1984),Mystery|Sci-Fi
2312,2243,Children of a Lesser God (1986),Drama
2313,2244,"Elephant Man, The (1980)",Drama
2314,2245,Beloved (1998),Drama
2315,2246,Bride of Chucky (1998),Horror|Thriller
2316,2247,Practical Magic (1998),Drama|Romance
2317,2248,"Alarmist, The (1997)",Comedy
2318,2249,Happiness (1998),Comedy
2319,2250,Reach the Rock (1997),Comedy
2320,2251,Apt Pupil (1998),Drama|Thriller
2321,2252,Pleasantville (1998),Comedy
2322,2253,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War
2323,2254,"Cruise, The (1998)",Documentary
2324,2255,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama
2325,2256,Orgazmo (1997),Comedy
2326,2257,Shattered Image (1998),Drama|Thriller
2327,2258,Tales from the Darkside: The Movie (1990),Horror
2328,2259,Vampires (1998),Horror
2329,2260,American History X (1998),Drama
2330,2261,Hands on a Hard Body (1996),Documentary
2331,2262,Living Out Loud (1998),Comedy|Romance
2332,2263,Belly (1998),Crime|Drama
2333,2264,Gods and Monsters (1998),Drama
2334,2265,"Siege, The (1998)",Action|Thriller
2335,2266,"Waterboy, The (1998)",Comedy
2336,2267,Elizabeth (1998),Drama
2337,2268,Velvet Goldmine (1998),Drama
2338,2269,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2339,2270,I'll Be Home For Christmas (1998),Comedy|Romance
2340,2271,Meet Joe Black (1998),Romance
2341,2272,Dancing at Lughnasa (1998),Drama
2342,2273,Hard Core Logo (1996),Comedy
2343,2274,"Naked Man, The (1998)",Drama
2344,2275,Runaway Train (1985),Action|Adventure|Drama|Thriller
2345,2276,Desert Bloom (1986),Drama
2346,2277,"Stepford Wives, The (1975)",Sci-Fi|Thriller
2347,2278,"Pope of Greenwich Village, The (1984)",Action
2348,2279,Sid and Nancy (1986),Drama
2349,2280,Mona Lisa (1986),Comedy|Thriller
2350,2281,Heart Condition (1990),Comedy
2351,2282,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama
2352,2283,"Big Chill, The (1983)",Comedy|Drama
2353,2284,Enemy of the State (1998),Action|Thriller
2354,2285,"Rugrats Movie, The (1998)",Animation|Children's|Comedy
2355,2286,"Bug's Life, A (1998)",Animation|Children's|Comedy
2356,2287,Celebrity (1998),Comedy
2357,2288,Central Station (Central do Brasil) (1998),Drama
2358,2289,Savior (1998),Drama
2359,2290,Waking Ned Devine (1998),Comedy
2360,2291,"Celebration, The (Festen) (1998)",Drama
2361,2292,Pink Flamingos (1972),Comedy
2362,2293,Glen or Glenda (1953),Drama
2363,2294,Godzilla (Gojira) (1954),Action|Sci-Fi
2364,2295,Godzilla (Gojira) (1984),Action|Sci-Fi
2365,2296,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
2366,2297,King Kong (1933),Action|Adventure|Horror
2367,2298,King Kong (1976),Action|Adventure|Horror
2368,2299,King Kong Lives (1986),Action|Adventure|Horror
2369,2300,Desperately Seeking Susan (1985),Comedy|Romance
2370,2301,"Emerald Forest, The (1985)",Action|Adventure|Drama
2371,2302,Fletch (1985),Comedy
2372,2303,Fletch Lives (1989),Comedy
2373,2304,Red Sonja (1985),Action|Adventure
2374,2305,Gung Ho (1986),Comedy|Drama
2375,2306,"Money Pit, The (1986)",Comedy
2376,2307,"View to a Kill, A (1985)",Action
2377,2308,Lifeforce (1985),Horror|Sci-Fi
2378,2309,Police Academy (1984),Comedy
2379,2310,Police Academy 2: Their First Assignment (1985),Comedy
2380,2311,Police Academy 3: Back in Training (1986),Comedy
2381,2312,Police Academy 4: Citizens on Patrol (1987),Comedy
2382,2313,Police Academy 5: Assignment: Miami Beach (1988),Comedy
2383,2314,Police Academy 6: City Under Siege (1989),Comedy
2384,2315,Babe: Pig in the City (1998),Children's|Comedy
2385,2316,Home Fries (1998),Comedy|Romance
2386,2317,Jerry Springer: Ringmaster (1998),Drama
2387,2318,Very Bad Things (1998),Comedy|Crime
2388,2319,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
2389,2320,Psycho (1998),Crime|Horror|Thriller
2390,2321,Little Voice (1998),Comedy
2391,2322,"Simple Plan, A (1998)",Crime|Thriller
2392,2323,Jack Frost (1998),Comedy|Drama
2393,2324,Star Trek: Insurrection (1998),Action|Sci-Fi
2394,2325,"Prince of Egypt, The (1998)",Animation|Musical
2395,2326,Rushmore (1998),Comedy
2396,2327,Shakespeare in Love (1998),Comedy|Romance
2397,2328,Mass Appeal (1984),Drama
2398,2329,Miracle on 34th Street (1947),Drama
2399,2330,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy
2400,2331,Prancer (1989),Children's|Drama
2401,2332,Pale Rider (1985),Western
2402,2333,Rambo: First Blood Part II (1985),Action|War
2403,2334,First Blood (1982),Action
2404,2335,Rambo III (1988),Action|War
2405,2336,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
2406,2337,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
2407,2338,Cocoon (1985),Comedy|Sci-Fi
2408,2339,Cocoon: The Return (1988),Comedy|Sci-Fi
2409,2340,Rocky II (1979),Action|Drama
2410,2341,Rocky III (1982),Action|Drama
2411,2342,Rocky IV (1985),Action|Drama
2412,2343,Rocky V (1990),Action|Drama
2413,2344,Clue (1985),Comedy|Mystery
2414,2345,Young Sherlock Holmes (1985),Action|Adventure|Mystery
2415,2346,Violets Are Blue... (1986),Drama|Romance
2416,2347,Back to School (1986),Comedy
2417,2348,Heartburn (1986),Comedy|Drama
2418,2349,Nothing in Common (1986),Comedy
2419,2350,Extremities (1986),Drama|Thriller
2420,2351,"Karate Kid, The (1984)",Drama
2421,2352,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
2422,2353,"Karate Kid III, The (1989)",Action|Adventure|Drama
2423,2354,Christmas Vacation (1989),Comedy
2424,2355,You've Got Mail (1998),Comedy|Romance
2425,2356,"General, The (1998)",Crime
2426,2357,"Theory of Flight, The (1998)",Comedy|Drama|Romance
2427,2358,"Thin Red Line, The (1998)",Action|Drama|War
2428,2359,"Faculty, The (1998)",Horror|Sci-Fi
2429,2360,Mighty Joe Young (1998),Adventure|Children's|Drama
2430,2361,Mighty Joe Young (1949),Adventure|Children's|Drama
2431,2362,Patch Adams (1998),Comedy|Drama
2432,2363,Stepmom (1998),Drama
2433,2364,"Civil Action, A (1998)",Drama
2434,2365,Down in the Delta (1998),Drama
2435,2366,Hurlyburly (1998),Drama
2436,2367,Tea with Mussolini (1999),Comedy
2437,2368,Wilde (1997),Drama
2438,2369,Outside Ozona (1998),Drama|Thriller
2439,2370,Affliction (1997),Drama
2440,2371,Another Day in Paradise (1998),Drama
2441,2372,"Hi-Lo Country, The (1998)",Drama|Western
2442,2373,Hilary and Jackie (1998),Drama
2443,2374,Playing by Heart (1998),Drama|Romance
2444,2375,24 7: Twenty Four Seven (1997),Comedy|Drama
2445,2376,At First Sight (1999),Drama
2446,2377,In Dreams (1999),Thriller
2447,2378,Varsity Blues (1999),Comedy|Drama
2448,2379,Virus (1999),Horror|Sci-Fi
2449,2380,"Garbage Pail Kids Movie, The (1987)",Adventure|Children's
2450,2381,Howard the Duck (1986),Adventure|Children's|Sci-Fi
2451,2382,"Gate, The (1987)",Horror
2452,2383,"Gate II: Trespassers, The (1990)",Horror
2453,2384,"Boy Who Could Fly, The (1986)",Drama|Fantasy
2454,2385,"Fly, The (1958)",Horror|Sci-Fi
2455,2386,"Fly, The (1986)",Horror|Sci-Fi
2456,2387,"Fly II, The (1989)",Horror|Sci-Fi
2457,2388,Running Scared (1986),Action|Comedy
2458,2389,Armed and Dangerous (1986),Comedy|Crime
2459,2390,"Texas Chainsaw Massacre, The (1974)",Horror
2460,2391,"Texas Chainsaw Massacre 2, The (1986)",Horror
2461,2392,Leatherface: Texas Chainsaw Massacre III (1990),Horror
2462,2393,"Return of the Texas Chainsaw Massacre, The (1994)",Horror
2463,2394,Ruthless People (1986),Comedy
2464,2395,Trick or Treat (1986),Horror
2465,2396,Deadly Friend (1986),Horror
2466,2397,Belizaire the Cajun (1986),Drama
2467,2398,"Name of the Rose, The (1986)",Mystery
2468,2399,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
2469,2400,Peggy Sue Got Married (1986),Comedy|Romance
2470,2401,Crocodile Dundee (1986),Adventure|Comedy
2471,2402,Crocodile Dundee II (1988),Adventure|Comedy
2472,2403,Tough Guys (1986),Comedy
2473,2404,Soul Man (1986),Comedy
2474,2405,"Color of Money, The (1986)",Drama
2475,2406,52 Pick-Up (1986),Action|Mystery|Thriller
2476,2407,Heartbreak Ridge (1986),Action|War
2477,2408,Firewalker (1986),Adventure
2478,2409,Three Amigos! (1986),Comedy|Western
2479,2410,Gloria (1999),Drama|Thriller
2480,2411,Dry Cleaning (Nettoyage à sec) (1997),Drama
2481,2412,My Name Is Joe (1998),Drama|Romance
2482,2413,Still Crazy (1998),Comedy|Romance
2483,2414,"Day of the Beast, The (El Día de la bestia) (1995)",Comedy|Horror|Thriller
2484,2415,Tinseltown (1998),Comedy
2485,2416,She's All That (1999),Comedy|Romance
2486,2417,24-hour Woman (1998),Drama
2487,2418,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy
2488,2419,Peeping Tom (1960),Drama|Horror|Thriller
2489,2420,Spanish Fly (1998),Drama
2490,2421,Payback (1999),Action|Thriller
2491,2422,Simply Irresistible (1999),Comedy|Romance
2492,2423,20 Dates (1998),Comedy
2493,2424,"Harmonists, The (1997)",Drama
2494,2425,"Last Days, The (1998)",Documentary
2495,2426,"Fantastic Planet, The (La Planète sauvage) (1973)",Animation|Sci-Fi
2496,2427,Blast from the Past (1999),Comedy|Romance
2497,2428,Message in a Bottle (1999),Romance
2498,2429,My Favorite Martian (1999),Comedy|Sci-Fi
2499,2430,God Said 'Ha!' (1998),Comedy
2500,2431,Jawbreaker (1999),Comedy
2501,2432,October Sky (1999),Drama
2502,2433,Office Space (1999),Comedy|Romance
2503,2434,"Apple, The (Sib) (1998)",Drama
2504,2435,200 Cigarettes (1999),Comedy|Drama
2505,2436,8MM (1999),Thriller
2506,2437,"Other Sister, The (1999)",Comedy|Drama|Romance
2507,2438,Breakfast of Champions (1999),Comedy
2508,2439,"Breaks, The (1999)",Drama
2509,2440,Eight Days a Week (1997),Comedy
2510,2441,Just the Ticket (1999),Comedy|Romance
2511,2442,"Long Goodbye, The (1973)",Crime
2512,2443,"Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama
2513,2444,Pet Sematary (1989),Horror
2514,2445,Pet Sematary II (1992),Horror
2515,2446,Children of the Corn II: The Final Sacrifice (1993),Horror
2516,2447,Children of the Corn III (1994),Horror
2517,2448,Christine (1983),Horror
2518,2449,Night Shift (1982),Comedy
2519,2450,House on Haunted Hill (1958),Horror
2520,2451,Airport (1970),Drama
2521,2452,Airport 1975 (1974),Drama
2522,2453,Airport '77 (1977),Drama
2523,2454,Rollercoaster (1977),Drama|Thriller
2524,2455,"Towering Inferno, The (1974)",Action|Drama
2525,2456,Alligator (1980),Action|Horror|Sci-Fi
2526,2457,Meteor (1979),Sci-Fi
2527,2458,Westworld (1973),Action|Sci-Fi|Thriller|Western
2528,2459,Logan's Run (1976),Action|Adventure|Sci-Fi
2529,2460,Planet of the Apes (1968),Action|Sci-Fi
2530,2461,Beneath the Planet of the Apes (1970),Action|Sci-Fi
2531,2462,Battle for the Planet of the Apes (1973),Action|Sci-Fi
2532,2463,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
2533,2464,Escape from the Planet of the Apes (1971),Action|Sci-Fi
2534,2465,Avalanche (1978),Action
2535,2466,Earthquake (1974),Action
2536,2467,"Concorde: Airport '79, The (1979)",Drama
2537,2468,Beyond the Poseidon Adventure (1979),Adventure
2538,2469,Dancemaker (1998),Documentary
2539,2470,Analyze This (1999),Comedy
2540,2471,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
2541,2472,Cruel Intentions (1999),Drama
2542,2473,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2543,2474,Six Ways to Sunday (1997),Comedy
2544,2475,"School of Flesh, The (L' École de la chair) (1998)",Drama
2545,2476,Relax... It's Just Sex (1998),Comedy
2546,2477,"Deep End of the Ocean, The (1999)",Drama
2547,2478,Harvest (1998),Drama
2548,2479,"Rage: Carrie 2, The (1999)",Horror
2549,2480,Wing Commander (1999),Action|Sci-Fi
2550,2481,"Haunting, The (1963)",Horror|Thriller
2551,2482,Dead Ringers (1988),Drama|Thriller
